City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,12,45.0612,0,0,43.1208,0.0522
Ecoopolis,Autonomous Vehicle,Clear,Booming,Wednesday,1,31.0327,0,0,24.8261,0.1706
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Monday,15,102.7449,0,0,82.1959,0.0194
AquaCity,Drone,Snowy,Recession,Monday,23,60.1664,0,0,33.4258,0.104
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,14,65.1115,0,0,62.3077,0.08
MetropolisX,Autonomous Vehicle,Snowy,Recession,Sunday,18,88.9892,0,0,85.1571,0.4116
SolarisVille,Car,Solar Flare,Recession,Wednesday,6,42.3861,0,0,42.3861,0.1111
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,17,66.4076,0,0,63.5479,0.2613
AquaCity,Autonomous Vehicle,Rainy,Stable,Saturday,5,18.4333,0,0,14.7466,0.5743
AquaCity,Drone,Rainy,Stable,Sunday,6,22.1462,0,0,11.0731,0.3598
MetropolisX,Drone,Solar Flare,Stable,Monday,3,40.1449,0,1,22.8096,0.4415
AquaCity,Flying Car,Snowy,Booming,Tuesday,20,29.0147,0,0,34.8176,0.5221
MetropolisX,Flying Car,Solar Flare,Booming,Friday,16,88.0905,0,0,120.1235,0.5351
Ecoopolis,Drone,Snowy,Booming,Wednesday,21,34.1161,0,0,17.058,0.2615
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Friday,8,76.2984,1,0,61.0387,0.0374
SolarisVille,Autonomous Vehicle,Rainy,Recession,Sunday,18,71.1913,0,0,56.953,0.1187
MetropolisX,Flying Car,Snowy,Stable,Wednesday,10,37.355,0,0,53.6196,0.6107
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Thursday,18,65.5761,1,0,58.2898,0.1545
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,8,72.1295,0,0,69.0235,0.0989
MetropolisX,Drone,Electromagnetic Storm,Booming,Thursday,9,49.1782,0,1,29.4128,0.5108
Ecoopolis,Drone,Solar Flare,Recession,Monday,19,74.2047,0,0,37.1023,0.0712
SolarisVille,Flying Car,Electromagnetic Storm,Recession,Wednesday,20,82.3073,0,0,98.7688,0.1055
Ecoopolis,Drone,Clear,Stable,Sunday,5,45.4713,0,0,22.7356,0.2218
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Friday,7,48.6929,1,0,35.413,0.2054
Neuroburg,Autonomous Vehicle,Rainy,Stable,Wednesday,12,60.8762,0,0,58.2547,0.0968
AquaCity,Car,Snowy,Booming,Saturday,23,26.8668,0,0,33.5834,0.4136
MetropolisX,Autonomous Vehicle,Rainy,Recession,Friday,0,64.5327,0,0,61.7538,0.2564
SolarisVille,Flying Car,Electromagnetic Storm,Recession,Monday,10,54.3146,0,0,65.1775,0.0578
TechHaven,Drone,Electromagnetic Storm,Recession,Monday,13,63.6245,0,0,38.0529,0.1018
TechHaven,Drone,Clear,Booming,Thursday,8,61.9107,1,0,28.1412,0.3385
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Saturday,21,31.555,0,0,25.244,0.0435
SolarisVille,Flying Car,Rainy,Stable,Sunday,21,22.4942,0,0,26.9931,0.3319
MetropolisX,Autonomous Vehicle,Snowy,Stable,Thursday,8,108.3456,1,0,90.0942,0.6
Ecoopolis,Autonomous Vehicle,Clear,Stable,Thursday,23,30.3609,0,0,24.2888,0.217
TechHaven,Autonomous Vehicle,Snowy,Recession,Thursday,16,77.8884,0,0,74.5344,0.099
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Thursday,18,55.244,1,0,49.1058,0.0542
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Wednesday,18,44.5689,1,0,30.0127,0.0755
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,1,47.2305,0,0,42.9368,0.0914
SolarisVille,Autonomous Vehicle,Clear,Recession,Wednesday,21,112.9688,0,0,100.4167,0.1472
MetropolisX,Autonomous Vehicle,Rainy,Booming,Sunday,13,51.7936,1,0,70.8046,0.3149
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Monday,14,73.7547,0,0,67.0497,0.1265
AquaCity,Drone,Electromagnetic Storm,Recession,Tuesday,3,103.5974,0,0,51.7987,0.0618
Ecoopolis,Autonomous Vehicle,Rainy,Stable,Monday,16,69.3972,0,0,55.5178,0.148
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Monday,10,20.6141,0,0,16.4913,0.181
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,6,61.6402,0,0,56.0365,0.1553
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,23,58.3238,0,0,46.659,0.5369
TechHaven,Drone,Rainy,Recession,Saturday,20,18.3573,0,0,10.9793,0.0831
SolarisVille,Autonomous Vehicle,Clear,Stable,Thursday,23,29.0861,0,0,23.2689,0.4072
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,11,86.0966,0,0,68.8773,0.3611
SolarisVille,Car,Electromagnetic Storm,Stable,Wednesday,11,64.2699,0,0,64.2699,0.443
AquaCity,Flying Car,Snowy,Recession,Thursday,17,42.2617,1,0,50.714,0.1089
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,20,83.9722,0,0,68.6805,0.0744
AquaCity,Drone,Clear,Stable,Sunday,6,63.0382,0,0,31.5191,1.0042
TechHaven,Autonomous Vehicle,Snowy,Stable,Thursday,19,36.1811,0,0,32.0584,0.1929
SolarisVille,Autonomous Vehicle,Clear,Stable,Tuesday,3,55.8438,0,0,49.6389,0.3054
SolarisVille,Flying Car,Clear,Recession,Friday,17,83.8023,1,0,100.5627,0.1266
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,23,69.253,0,0,66.2708,0.0606
SolarisVille,Drone,Clear,Recession,Saturday,9,30.1013,0,0,15.0507,0.0592
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,23,45.8755,0,0,43.9,0.1285
AquaCity,Autonomous Vehicle,Clear,Recession,Thursday,4,86.0242,0,0,68.8194,0.2146
MetropolisX,Autonomous Vehicle,Snowy,Recession,Wednesday,5,52.8204,0,0,50.5458,0.1874
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,15,56.6699,0,0,54.2295,0.0721
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,21,78.458,0,0,69.7404,0.1225
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,11,98.6237,0,0,94.3767,0.199
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Wednesday,9,16.5404,0,0,13.2324,0.0242
Neuroburg,Autonomous Vehicle,Snowy,Recession,Sunday,9,14.9191,0,0,14.2767,0.0241
TechHaven,Autonomous Vehicle,Snowy,Stable,Wednesday,23,99.3168,0,0,99.8521,0.2053
SolarisVille,Autonomous Vehicle,Snowy,Booming,Friday,0,108.0,0,1,93.7223,0.6861
Neuroburg,Drone,Snowy,Recession,Thursday,15,20.3336,0,0,12.1612,0.0332
AquaCity,Drone,Rainy,Recession,Sunday,10,61.441,0,0,30.7205,0.2978
SolarisVille,Autonomous Vehicle,Clear,Booming,Wednesday,1,120.0,0,0,101.1507,0.3654
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Tuesday,21,65.1269,0,0,57.8906,0.048
MetropolisX,Drone,Rainy,Stable,Monday,6,53.4021,0,0,31.939,0.4402
SolarisVille,Flying Car,Rainy,Recession,Monday,10,27.1346,0,0,32.5615,0.0995
MetropolisX,Autonomous Vehicle,Snowy,Stable,Thursday,23,74.895,0,0,71.6698,0.5491
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Thursday,18,44.1302,1,0,29.7173,0.2209
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Sunday,5,73.3346,0,0,58.6677,0.0201
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,3,31.2014,0,0,29.8578,0.3934
Ecoopolis,Drone,Electromagnetic Storm,Booming,Thursday,6,32.5343,0,0,16.2672,0.1882
AquaCity,Autonomous Vehicle,Rainy,Stable,Friday,8,37.3259,1,0,29.8607,0.4264
AquaCity,Drone,Electromagnetic Storm,Stable,Saturday,22,34.9466,0,0,17.4733,0.5762
MetropolisX,Drone,Solar Flare,Recession,Tuesday,13,34.6358,0,0,19.6795,0.1583
Ecoopolis,Drone,Snowy,Recession,Saturday,18,32.0699,0,0,16.0349,0.0346
AquaCity,Autonomous Vehicle,Snowy,Stable,Sunday,15,41.8831,0,0,33.5065,0.3811
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,2,66.857,0,0,63.9779,0.163
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,7,37.086,1,0,29.6688,0.1318
SolarisVille,Autonomous Vehicle,Rainy,Recession,Monday,23,76.4234,0,0,61.1387,0.0596
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Tuesday,18,62.2526,1,0,55.3356,0.0389
TechHaven,Autonomous Vehicle,Rainy,Stable,Friday,1,38.7119,0,0,37.0449,0.3828
AquaCity,Autonomous Vehicle,Rainy,Recession,Saturday,1,64.7808,0,0,51.8247,0.0862
AquaCity,Autonomous Vehicle,Rainy,Booming,Sunday,1,46.9406,0,0,37.5525,0.6111
Neuroburg,Drone,Snowy,Booming,Friday,9,23.8216,0,0,14.2474,0.0831
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,19,82.9309,0,0,79.3597,0.0163
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,22,50.9366,0,0,46.306,0.1294
MetropolisX,Drone,Solar Flare,Booming,Tuesday,21,89.6632,0,0,50.945,0.3317
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Thursday,23,98.5913,0,0,78.873,0.0675
AquaCity,Flying Car,Rainy,Recession,Friday,13,19.6831,0,0,23.6197,0.209
TechHaven,Drone,Electromagnetic Storm,Booming,Tuesday,0,98.2466,0,0,58.7599,0.2609
SolarisVille,Drone,Electromagnetic Storm,Stable,Saturday,9,36.1124,0,0,18.0562,0.4547
SolarisVille,Autonomous Vehicle,Clear,Booming,Saturday,14,39.3829,1,0,31.5063,0.3656
MetropolisX,Autonomous Vehicle,Snowy,Booming,Sunday,1,18.4708,0,0,17.6754,0.4242
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Wednesday,16,86.4,0,0,79.0074,0.1724
Neuroburg,Drone,Rainy,Recession,Friday,11,81.1197,0,0,48.5166,0.011
Ecoopolis,Drone,Solar Flare,Stable,Wednesday,1,70.8911,0,0,35.4456,0.1779
Neuroburg,Autonomous Vehicle,Clear,Stable,Monday,8,84.8067,1,0,61.6776,0.1486
MetropolisX,Autonomous Vehicle,Rainy,Booming,Friday,14,61.3191,0,0,58.6785,0.3103
SolarisVille,Autonomous Vehicle,Clear,Recession,Saturday,22,116.6893,0,0,93.3514,0.0755
AquaCity,Flying Car,Electromagnetic Storm,Stable,Tuesday,12,27.1019,0,0,32.5223,0.5279
MetropolisX,Flying Car,Rainy,Stable,Monday,6,60.0358,0,0,86.1758,0.599
SolarisVille,Autonomous Vehicle,Rainy,Recession,Wednesday,4,106.2183,0,0,84.9746,0.2005
Ecoopolis,Flying Car,Clear,Stable,Saturday,13,39.4639,1,0,47.3566,0.3422
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,17,35.4096,1,0,28.3277,0.1604
Neuroburg,Autonomous Vehicle,Clear,Stable,Wednesday,11,79.9304,0,0,72.664,0.0849
Ecoopolis,Drone,Electromagnetic Storm,Recession,Monday,15,67.3632,0,0,33.6816,0.088
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,13,99.0815,0,0,79.2652,0.1625
MetropolisX,Autonomous Vehicle,Rainy,Stable,Tuesday,21,83.4677,0,0,80.6802,0.3518
TechHaven,Autonomous Vehicle,Clear,Stable,Thursday,1,75.8568,0,0,68.9607,0.1774
Neuroburg,Drone,Solar Flare,Booming,Monday,20,29.1953,0,0,16.5882,0.1108
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,16,50.5866,0,0,40.4693,0.4504
MetropolisX,Drone,Electromagnetic Storm,Booming,Saturday,3,31.001,0,0,22.6616,1.1577
AquaCity,Flying Car,Electromagnetic Storm,Stable,Monday,15,70.1919,0,0,84.2303,0.3871
Neuroburg,Drone,Snowy,Booming,Sunday,5,49.8903,0,0,29.8387,0.1092
TechHaven,Drone,Snowy,Booming,Tuesday,19,18.5116,0,0,17.2993,0.2546
Neuroburg,Autonomous Vehicle,Rainy,Recession,Sunday,21,79.9929,0,0,76.5482,0.0208
Neuroburg,Autonomous Vehicle,Snowy,Recession,Monday,9,12.0867,0,0,11.5663,0.048
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Saturday,4,66.7621,0,0,60.6928,0.1564
SolarisVille,Flying Car,Clear,Stable,Saturday,0,25.1685,0,0,30.2022,0.6849
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Thursday,15,40.0739,0,0,36.4308,0.0498
AquaCity,Car,Solar Flare,Booming,Sunday,9,65.7296,0,0,65.7296,1.0262
AquaCity,Drone,Solar Flare,Stable,Monday,20,73.8687,0,0,36.9344,0.7369
TechHaven,Drone,Clear,Recession,Friday,18,25.6423,1,0,11.6556,0.0382
SolarisVille,Drone,Solar Flare,Booming,Sunday,4,94.6318,0,0,47.3159,0.2571
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,8,49.1106,0,0,46.9958,0.1372
AquaCity,Autonomous Vehicle,Rainy,Recession,Wednesday,14,77.4682,0,0,61.9746,0.0692
SolarisVille,Drone,Snowy,Booming,Saturday,18,56.1828,0,0,28.0914,0.3409
MetropolisX,Drone,Snowy,Booming,Thursday,8,50.7823,1,0,26.7275,0.6996
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Monday,9,37.5603,0,0,30.0482,0.1132
Neuroburg,Autonomous Vehicle,Snowy,Stable,Monday,14,39.4708,0,1,37.7711,0.0545
MetropolisX,Drone,Clear,Recession,Tuesday,5,81.7709,0,0,46.4608,0.2612
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,1,73.3201,0,0,58.6561,0.1871
SolarisVille,Drone,Snowy,Stable,Monday,2,52.6542,0,0,26.3271,0.434
SolarisVille,Car,Electromagnetic Storm,Stable,Sunday,23,45.2564,0,0,45.2564,0.3815
MetropolisX,Drone,Solar Flare,Booming,Tuesday,4,66.0912,0,0,37.5518,0.5821
AquaCity,Autonomous Vehicle,Snowy,Booming,Tuesday,1,80.2513,0,0,64.201,0.4294
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,0,80.3311,0,0,76.8719,0.0985
TechHaven,Autonomous Vehicle,Clear,Stable,Wednesday,12,86.224,0,0,78.3855,0.1693
AquaCity,Drone,Electromagnetic Storm,Recession,Thursday,16,89.4157,0,0,44.7078,0.2941
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,13,132.4224,1,0,105.8927,0.2204
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,16,37.6979,0,0,34.2708,0.1077
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,13,96.0,0,0,84.3578,0.155
AquaCity,Autonomous Vehicle,Snowy,Booming,Wednesday,2,69.5998,0,0,55.6798,0.3371
TechHaven,Drone,Electromagnetic Storm,Recession,Saturday,20,88.5495,0,0,52.9602,0.0839
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,11,88.8382,0,0,71.0706,0.164
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Friday,16,59.8191,0,0,47.8553,0.7438
MetropolisX,Autonomous Vehicle,Rainy,Recession,Thursday,4,89.4741,0,0,85.6212,0.2519
AquaCity,Autonomous Vehicle,Snowy,Stable,Wednesday,1,48.9975,0,0,39.198,0.606
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Monday,15,47.4992,0,0,37.9994,0.2829
SolarisVille,Autonomous Vehicle,Rainy,Recession,Sunday,13,95.04,1,0,94.5324,0.332
Ecoopolis,Drone,Solar Flare,Recession,Saturday,13,76.0334,1,0,38.0167,0.1011
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Sunday,17,89.7955,0,0,81.6323,0.1494
Neuroburg,Drone,Electromagnetic Storm,Booming,Thursday,12,82.993,0,0,49.637,0.1084
AquaCity,Drone,Rainy,Stable,Thursday,9,65.4212,0,0,32.7106,0.4619
AquaCity,Flying Car,Electromagnetic Storm,Recession,Sunday,10,56.2013,0,0,67.4416,0.1148
Neuroburg,Drone,Solar Flare,Booming,Thursday,7,41.185,1,0,18.7204,0.0831
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,2,97.0162,0,0,88.1966,0.0892
MetropolisX,Autonomous Vehicle,Solar Flare,Booming,Monday,4,108.0006,0,0,86.4005,0.7458
Neuroburg,Autonomous Vehicle,Clear,Stable,Saturday,6,88.1088,0,0,88.9988,0.0779
MetropolisX,Flying Car,Clear,Booming,Tuesday,12,14.8,0,0,31.7143,0.79
Neuroburg,Drone,Snowy,Recession,Sunday,21,85.0425,0,0,50.8627,0.0183
MetropolisX,Car,Solar Flare,Recession,Thursday,15,51.4372,0,1,58.4513,0.4104
Neuroburg,Autonomous Vehicle,Clear,Stable,Sunday,21,62.005,0,0,56.3682,0.0746
Neuroburg,Autonomous Vehicle,Rainy,Recession,Saturday,12,119.1802,1,0,96.6873,0.0473
AquaCity,Drone,Rainy,Booming,Friday,3,56.6349,0,0,28.3175,0.3919
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Monday,22,88.3725,0,0,80.3386,0.5955
Ecoopolis,Drone,Snowy,Booming,Sunday,1,70.2356,0,1,35.1178,0.2247
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,9,95.6209,0,0,91.5033,0.0665
AquaCity,Autonomous Vehicle,Rainy,Recession,Monday,8,75.3102,1,0,60.2481,0.2374
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Sunday,20,53.4285,0,0,42.7428,0.2395
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Tuesday,1,17.2598,0,0,15.6908,0.096
AquaCity,Car,Clear,Booming,Sunday,11,77.9202,0,0,77.9202,0.8845
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Thursday,18,136.2578,1,0,94.1088,0.0192
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,3,119.5153,0,0,114.3687,0.0575
TechHaven,Autonomous Vehicle,Rainy,Booming,Wednesday,19,70.2111,0,0,62.2108,0.1787
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,23,21.6487,0,0,17.319,0.2768
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,23,83.1072,0,0,79.5284,0.1521
TechHaven,Autonomous Vehicle,Snowy,Booming,Thursday,16,62.2671,0,0,59.5858,0.2233
MetropolisX,Drone,Solar Flare,Booming,Saturday,3,26.185,0,0,13.0925,0.871
AquaCity,Drone,Solar Flare,Booming,Sunday,5,108.0,0,0,58.4097,0.5818
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Monday,1,95.4028,0,0,86.7298,0.101
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Thursday,7,35.9723,1,0,26.1617,0.1598
TechHaven,Autonomous Vehicle,Rainy,Recession,Wednesday,16,91.017,0,0,87.0976,0.0401
AquaCity,Drone,Solar Flare,Stable,Wednesday,18,34.4738,1,0,17.2369,0.4749
AquaCity,Drone,Electromagnetic Storm,Recession,Tuesday,3,105.8029,0,0,52.9015,0.4054
TechHaven,Drone,Clear,Booming,Saturday,2,28.7131,0,0,16.3142,0.3698
AquaCity,Autonomous Vehicle,Rainy,Recession,Wednesday,21,43.0231,0,0,38.2427,0.1254
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Monday,21,41.9571,0,0,40.5559,0.5712
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,21,87.7685,0,0,84.8374,0.4737
AquaCity,Drone,Solar Flare,Recession,Saturday,13,85.5133,1,0,42.7567,0.1195
SolarisVille,Drone,Rainy,Booming,Saturday,20,108.0,0,0,59.6622,0.3336
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,9,56.5627,0,0,45.2502,0.384
TechHaven,Drone,Electromagnetic Storm,Booming,Wednesday,5,85.6801,0,0,51.2441,0.2395
MetropolisX,Drone,Snowy,Booming,Wednesday,9,54.8522,0,0,32.8063,0.4228
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,21,108.0,0,0,91.8578,0.8943
SolarisVille,Drone,Clear,Recession,Monday,12,107.097,0,0,53.5485,0.0407
AquaCity,Drone,Snowy,Booming,Sunday,23,60.063,0,0,30.0315,0.5589
SolarisVille,Autonomous Vehicle,Rainy,Booming,Wednesday,7,35.3486,1,0,28.2789,0.4022
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,21,67.2681,0,0,65.0216,0.0879
Neuroburg,Drone,Solar Flare,Recession,Monday,2,24.712,0,0,14.0409,0.0245
Neuroburg,Autonomous Vehicle,Snowy,Recession,Sunday,16,36.3408,0,0,34.7759,0.0155
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,1,82.8005,0,0,79.235,0.0673
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,10,46.6501,0,0,42.4092,0.091
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,0,91.3624,0,0,83.0567,0.1142
SolarisVille,Autonomous Vehicle,Clear,Stable,Sunday,23,43.9436,0,0,35.1549,0.3422
AquaCity,Autonomous Vehicle,Snowy,Booming,Saturday,19,29.6184,0,1,23.6947,0.43
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Tuesday,12,68.3427,0,0,68.3427,0.1082
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Tuesday,9,58.7993,0,0,47.0394,0.1957
Neuroburg,Autonomous Vehicle,Rainy,Recession,Friday,22,40.0181,0,0,38.2948,0.0383
SolarisVille,Drone,Solar Flare,Stable,Tuesday,0,60.7053,0,0,30.3526,0.1565
TechHaven,Autonomous Vehicle,Clear,Booming,Thursday,20,59.2557,0,0,49.8785,0.2093
Neuroburg,Autonomous Vehicle,Snowy,Booming,Tuesday,19,55.288,0,0,45.2198,0.0835
AquaCity,Autonomous Vehicle,Rainy,Stable,Sunday,18,45.876,0,0,36.7008,0.6593
MetropolisX,Drone,Solar Flare,Booming,Saturday,19,68.2851,0,0,47.4202,1.0416
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Saturday,11,88.491,0,0,70.7928,0.1721
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Wednesday,5,56.513,0,0,54.0794,0.1898
SolarisVille,Drone,Clear,Booming,Tuesday,6,72.4477,0,0,36.2238,0.3724
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,14,49.1605,1,0,37.6348,0.092
Ecoopolis,Autonomous Vehicle,Clear,Booming,Sunday,3,76.8,0,0,99.8676,0.3642
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Sunday,22,96.4236,0,0,77.1389,0.129
AquaCity,Flying Car,Snowy,Recession,Wednesday,21,27.0243,0,0,32.4292,0.2657
AquaCity,Drone,Electromagnetic Storm,Booming,Sunday,22,97.4824,0,0,48.7412,0.6404
Ecoopolis,Autonomous Vehicle,Solar Flare,Recession,Wednesday,21,64.578,0,0,57.4027,0.0594
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,23,96.1969,0,0,76.9575,0.3828
TechHaven,Autonomous Vehicle,Clear,Booming,Tuesday,19,107.9805,0,0,90.8927,0.2069
SolarisVille,Autonomous Vehicle,Snowy,Booming,Saturday,17,86.4,0,0,95.9074,0.2729
AquaCity,Car,Solar Flare,Stable,Wednesday,6,25.5602,0,1,25.5602,0.4579
AquaCity,Autonomous Vehicle,Clear,Booming,Friday,17,79.555,1,0,63.644,0.42
Neuroburg,Autonomous Vehicle,Snowy,Stable,Friday,3,71.5476,0,0,68.4666,0.0636
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,17,32.0948,1,0,24.5702,0.0429
TechHaven,Autonomous Vehicle,Rainy,Stable,Tuesday,16,27.5418,0,0,26.3558,0.1569
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Thursday,20,45.8877,0,1,40.7891,0.0775
TechHaven,Car,Snowy,Booming,Friday,8,24.3605,1,0,23.3114,0.5891
Neuroburg,Autonomous Vehicle,Clear,Recession,Friday,23,92.1437,0,0,83.767,0.0151
Neuroburg,Drone,Clear,Recession,Friday,20,89.6163,0,0,50.9184,0.073
MetropolisX,Autonomous Vehicle,Rainy,Recession,Wednesday,8,119.1802,1,1,94.4016,0.2183
AquaCity,Autonomous Vehicle,Rainy,Recession,Sunday,23,55.1162,0,0,44.0929,0.1061
AquaCity,Car,Electromagnetic Storm,Recession,Tuesday,20,70.9467,0,0,78.8297,0.3531
Neuroburg,Autonomous Vehicle,Rainy,Booming,Tuesday,19,82.0211,0,0,67.0847,0.0701
Neuroburg,Autonomous Vehicle,Solar Flare,Recession,Monday,22,84.5422,0,0,76.8566,0.0192
AquaCity,Flying Car,Clear,Recession,Tuesday,21,118.3658,0,0,142.039,0.2627
SolarisVille,Drone,Electromagnetic Storm,Stable,Tuesday,13,69.9635,0,0,34.9817,0.3141
Neuroburg,Drone,Solar Flare,Booming,Thursday,11,17.3639,0,0,9.8659,0.1145
AquaCity,Autonomous Vehicle,Clear,Recession,Wednesday,11,21.2973,0,0,17.0379,0.2002
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,18,88.9224,1,0,68.7622,0.2808
SolarisVille,Car,Rainy,Recession,Tuesday,18,71.3297,1,0,71.3297,0.1153
Ecoopolis,Drone,Clear,Booming,Saturday,7,42.9444,0,0,26.8402,0.2603
SolarisVille,Drone,Snowy,Recession,Saturday,4,61.312,0,0,30.656,0.1288
Neuroburg,Autonomous Vehicle,Rainy,Recession,Saturday,21,107.2474,0,0,102.6291,0.0181
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Stable,Wednesday,22,77.5397,0,0,62.0317,0.4138
SolarisVille,Drone,Solar Flare,Stable,Wednesday,9,22.4998,0,1,11.2499,0.1457
Neuroburg,Autonomous Vehicle,Rainy,Recession,Friday,21,124.2889,0,0,101.6554,0.0385
AquaCity,Autonomous Vehicle,Snowy,Booming,Friday,0,70.0503,0,0,56.0403,0.4906
SolarisVille,Autonomous Vehicle,Rainy,Stable,Monday,2,30.2514,0,0,24.2011,0.3806
TechHaven,Autonomous Vehicle,Rainy,Recession,Tuesday,1,20.8511,0,0,19.9533,0.0377
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Saturday,7,78.0735,0,0,62.4588,0.1041
Neuroburg,Autonomous Vehicle,Snowy,Booming,Sunday,14,51.9327,1,0,39.7571,0.0871
Ecoopolis,Flying Car,Rainy,Stable,Saturday,22,42.4934,0,0,50.9921,0.5614
Neuroburg,Autonomous Vehicle,Snowy,Stable,Saturday,2,14.4146,0,0,13.7938,0.081
TechHaven,Autonomous Vehicle,Rainy,Recession,Thursday,10,66.5188,0,0,63.6543,0.087
SolarisVille,Car,Solar Flare,Booming,Friday,23,73.8444,0,0,73.8444,0.2084
Ecoopolis,Autonomous Vehicle,Snowy,Booming,Saturday,12,47.1505,1,0,37.7204,0.2343
